城南惠润家餐厅,六安市,城南镇安康路与磨子潭路交口惠润家超市一层,"店内参观,手机点餐"
城南惠润家餐厅,六安市,城南镇安康路与磨子潭路交口惠润家超市一层,"店内参观,手机点餐"
阿克苏友好餐厅,阿克苏市,迎宾路2号天百时尚购物中心一层肯德基餐厅,"Wi-Fi,店内参观,礼品卡"
京通新城餐厅,北京市,朝阳路杨闸环岛西北京通苑30号楼一层南侧,"24小时,Wi-Fi,点唱机,店内参观,礼品卡,手机点餐"
旧宫餐厅,北京市,北京经济技术开发区（大兴）旧宫西路3号物美商城一层,"Wi-Fi,店内参观,礼品卡"
黄寺大街餐厅,北京市,黄寺大街15号北京城乡黄寺商厦,"Wi-Fi,点唱机,店内参观,礼品卡"
四季青桥餐厅,北京市,西四环北路117号北京欧尚超市F1、B1,"Wi-Fi,礼品卡"
亦庄餐厅,北京市,北京经济开发区西环北路18号F1＋F2,"Wi-Fi,礼品卡,手机点餐"
北京南站餐厅,北京市,北京南站候车大厅B岛201号,"Wi-Fi,礼品卡"
北清路餐厅,北京市,北京北清路1号146区,"点唱机,礼品卡"
巴沟餐厅,北京市,巴沟路2号北京华联万柳购物中心一层,"Wi-Fi,礼品卡"
欢乐谷餐厅,北京市,南磨房乡小武基北路北京欢乐谷内欢乐时光区一层,礼品卡
亦庄沃尔玛餐厅,北京市,经济技术开发区文化园东路6号北京经开汇展中心1-2层,"Wi-Fi,店内参观,礼品卡"
北京南站二餐厅,北京市,北京南站候车大厅地下一层（快速进站口1）部分场地,"Wi-Fi,礼品卡"
北京站Select餐厅,北京市,北京火车站候车大厅一层西侧原商务中心,"精选店,礼品卡"
西客站内三餐厅,北京市,莲花桥东路118号北京西客站候车大厅内2层第4营业厅及2层夹层回廊,礼品卡
通州北苑华联餐厅,北京市,杨庄北里五十二号天时名苑小区十四号楼北京华联南侧一层,"Wi-Fi,店内参观,礼品卡"
西环嘉茂餐厅,北京市,北京北站旁 凯德mall负一层,"Wi-Fi,店内参观,礼品卡"
日照银座餐厅餐厅,日照市,北京路与泰安路交汇处银座一楼肯德基,"Wi-Fi,店内参观,礼品卡"
荆州北京路餐厅,荆州市,北京中路227号肯德基餐厅,"点唱机,礼品卡"
荆州月亮湾餐厅,荆州市,沙市中商百货一楼北京路中路173号,"点唱机,礼品卡"
金山餐厅,福州市,建新镇金山大道100号北京金山05店面,"Wi-Fi,点唱机,店内参观,礼品卡"
北京南站三餐厅,北京市,北京南站地下一层南大门内东侧场地快速进站口3与快速进站口4中间,礼品卡
北京南站五餐厅,北京市,北京南站地下一层到达层西南侧第5出站口旁,礼品卡
北京南站六餐厅,北京市,北京南站二层旅客出发层西南角（23B检票口）旁,礼品卡
北京站广场二餐厅,北京市,北京站进站口西侧前廊下,"24小时,礼品卡"
马坡汽车穿梭餐厅,北京市,马坡镇顺城大街29号北京乡村乐园一层,"Wi-Fi,店内参观,礼品卡"
新城外城DT餐厅,北京市,南四环成寿寺路308号北京城外诚家居广场停车广场,"Wi-Fi,店内参观,礼品卡"
铁路餐厅,乌鲁木齐市,北京南路895号电话3822695,"Wi-Fi,点唱机,礼品卡"
苏州路餐厅,乌鲁木齐市,北京南路28号家乐福苏州路购物中心一层肯德基餐厅,"Wi-Fi,点唱机,店内参观,礼品卡"
蒙苑餐厅,呼和浩特市,兴安北路169号北京华联一层,"Wi-Fi,点唱机,店内参观,礼品卡"
南昌餐厅,兰州市,南昌路982号新北京华联一层,"Wi-Fi,店内参观,礼品卡"
金利餐厅,南京市,新华路138号鑫乐广场（北京华联超市旁）,"Wi-Fi,店内参观,礼品卡"
芜湖营盘山路餐厅,芜湖市,北京东路与营盘山路交叉口大润发超市一楼,"24小时,Wi-Fi,店内参观,礼品卡"
南京肯德基有限公司淮安北京路苏果餐厅,淮安市,清河区北京新村五区新苑逸城,"24小时,Wi-Fi,店内参观,礼品卡"
金阳82266155餐厅,贵阳市,金阳新区北京西路金源时代购物中心一层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
国酒路餐厅,遵义市,仁怀市中枢镇酒都新区国酒大道超一时代广场一楼北京华联旁,"24小时,Wi-Fi,点唱机,礼品卡"
白云餐厅,昆明市,北京路延长线大白庙村家乐福超市一楼,"24小时,Wi-Fi,点唱机,礼品卡"
北辰餐厅,昆明市,北京路延长线财富中心E栋,"24小时,Wi-Fi,礼品卡"
购物广场餐厅,北海市,北海大道与北京路交汇处北海城购物广场首层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
博乐友好餐厅,博乐市,北京路与新华路交汇处友好购物中心肯德基餐厅,"Wi-Fi,店内参观,礼品卡"
梦时代餐厅,南昌市,北京东路308号恒茂梦时代国际广场三号楼一层,"Wi-Fi,点唱机,店内参观,礼品卡"
荆州万达餐厅,荆州市,北京西路508号万达广场一层1001A,"点唱机,礼品卡"
洪泽大润发餐厅,淮安市,北京路与建设路交汇处,"Wi-Fi,店内参观,礼品卡"
南京肯德基有限公司淮阴时代餐厅,淮安市,北京东路和淮海北路交汇处,"24小时,Wi-Fi,店内参观,礼品卡"
洪城大厦餐厅,南昌市,西湖区北京西路156号一层洪城大厦肯德基,"Wi-Fi,点唱机,礼品卡"
福润德餐厅餐厅,乌鲁木齐市,北京南路433号大寨沟福润德一楼肯德基餐厅,"Wi-Fi,点唱机,店内参观,礼品卡"
奎屯友好餐厅餐厅,伊犁哈萨克自治州,飞鸿里北京东路3栋友好时尚购物中心1-2层,
徐州泉山大润发餐厅,徐州市,北京路与欣欣路交叉口大润发超市一层,"Wi-Fi,点唱机,店内参观"
大兴龙湖餐厅,北京市,龙湖北京大兴天街商业楼三层3F-10a铺位,"Wi-Fi,店内参观"
徐州铜山万达餐厅,徐州市,TEL:0516-83859680=北京北路19号,"24小时,点唱机,店内参观"
西站南广场二号餐厅,北京市,北京西客站南站房东附楼一层105号铺位、104铺位和二层204铺位,"Wi-Fi,点唱机"
银川悦海餐厅,银川市,尹家渠街东侧、枕水路南侧北京华联悦海新天地购物中心一层,"Wi-Fi,点唱机,手机点餐"
万达电话18571740284餐厅,十堰市,发展大道与北京路延长线交汇处,"Wi-Fi,点唱机,店内参观"
银川新华联餐厅,银川市,通达北街以西北京路以北新华联广场1层、4层,"Wi-Fi,手机点餐"
沧州高铁站餐厅,沧州市,北京路西端头高铁站候车大厅二楼,"Wi-Fi,点唱机"
北海宁春城餐厅,北海市,北京路西、西南大道北和安.宁春城一期,"24小时,Wi-Fi,点唱机,店内参观"
宣堡服务区北餐厅,泰州市,宣堡北052381560366(往北京方向),Wi-Fi
西郊百益餐厅餐厅,拉萨市,北京中路46号西郊百益超市一层,"Wi-Fi,点唱机"
北京路天河城（原仰忠汇）餐厅,广州市,越秀区北京路168号二层自编B201/L201号铺,"Wi-Fi,点唱机,店内参观"
北京肯德基有限公司紫码路餐厅餐厅,北京市,阎村镇乐活家园45号楼一层109号商铺、二层109号商铺、二层108号商铺,"Wi-Fi,店内参观"
拉萨功德林天街餐厅,拉萨市,"北京中路47号1,2层",Wi-Fi
肯德基精选1（北京方向）餐厅,唐山市,电话：0315-6561129，,"Wi-Fi,精选店"
橘洲一号餐厅,茂名市,北京东三路18号橘洲一号（2栋负一楼商铺）首层,"Wi-Fi,点唱机,店内参观"
十堰远洋国际餐厅,十堰市,五堰街办北京北路83A号1幢2-1,"Wi-Fi,点唱机"
新机场2号餐厅,北京市,大兴区北京大兴国际机场国际抵港区域,Wi-Fi
胜利门餐厅,怀化市,沅陵县辰州中路北京公馆2栋1层,"Wi-Fi,点唱机,店内参观"
观山湖印象城餐厅,贵阳市,北京西路与金阳南路交界处西南角,"Wi-Fi,点唱机"
南京肯德基有限公司沭阳万达餐厅,宿迁市,北京南路（原新城路22号）万达广场一层1030号商铺,"Wi-Fi,点唱机"
北京南站九餐厅,北京市,丰台区北京南站高架层东南角,精选店
贵阳数博万达餐厅,贵阳市,北京西路66号万达广场1031号商铺,"Wi-Fi,点唱机"
贵阳数博万达餐厅,贵阳市,北京西路66号万达广场1031号商铺,"Wi-Fi,点唱机"
皖江环球港餐厅,铜陵市,北京西路与政府北路交叉口北斗星城2期1-3#栋一层,Wi-Fi
西宁长江路餐厅餐厅,西宁市,北京华联华联购物中心一楼肯德基,Wi-Fi
皖江环球港餐厅,铜陵市,北京西路与政府北路交叉口北斗星城2期1-3#栋一层,Wi-Fi
西宁长江路餐厅餐厅,西宁市,北京华联华联购物中心一楼肯德基,Wi-Fi
辽中服务区外卖点(北京方向）餐厅,沈阳市,辽中县京哈高速公路沿线辽中服务区北侧一层（北京方向）,Wi-Fi
辽中服务区外卖点(北京方向）餐厅,沈阳市,辽中县京哈高速公路沿线辽中服务区北侧一层（北京方向）,Wi-Fi
北京朝阳站餐厅,北京市,北京朝阳站内二层高架夹层G2-9-1,精选店
北京朝阳站餐厅,北京市,北京朝阳站内二层高架夹层G2-9-1,精选店
新百CCPARK餐厅,银川市,回族自治区北京中路192号CCpark店一层1D23铺,"Wi-Fi,店内参观"
新百CCPARK餐厅,银川市,回族自治区北京中路192号CCpark店一层1D23铺,"Wi-Fi,店内参观"
红军营餐厅,北京市,来广营北京龙湖蓝海引擎产业园一层【L1-007】,"Wi-Fi,店内参观"
红军营餐厅,北京市,来广营北京龙湖蓝海引擎产业园一层【L1-007】,"Wi-Fi,店内参观"
大兴国际机场六号餐厅,北京市,北京大兴国际机场航站楼S-BL02-007、008（大兴机场内）,Wi-Fi
大兴国际机场六号餐厅,北京市,北京大兴国际机场航站楼S-BL02-007、008（大兴机场内）,Wi-Fi
十堰环球港餐厅,十堰市,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
十堰环球港餐厅,十堰市,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
十堰环球港餐厅,十堰市,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
十堰环球港餐厅,十堰市,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
金安桥中海餐厅,北京市,"02商铺阜石路与北辛安路交汇处东南角的北京金安中海环宇荟地上一层的L101,L1","Wi-Fi,店内参观"
金安桥中海餐厅,北京市,"02商铺阜石路与北辛安路交汇处东南角的北京金安中海环宇荟地上一层的L101,L1","Wi-Fi,店内参观"
北京站精选四餐厅,北京市,北京站内一层大厅中间区域LED显示屏下,精选店
北京站精选四餐厅,北京市,北京站内一层大厅中间区域LED显示屏下,精选店
银川兴庆吾悦餐厅,银川市,回族自治区北京东路新城吾悦广场【1002、1003】号商铺,"Wi-Fi,店内参观"
荆州人信汇餐厅,荆州市,北京中路239号人信汇一层123号商铺,"24小时,点唱机,手机点餐"
荆州人信汇餐厅,荆州市,北京中路239号人信汇一层123号商铺,"24小时,点唱机,手机点餐"
锦隆财富中心餐厅,红河哈尼族彝族自治州,天马路与北京路交叉锦隆财富中心一层,"Wi-Fi,点唱机,手机点餐"
功德林天街餐厅,拉萨市,北京中路11号功德林天街1楼,手机点餐
锦隆财富中心餐厅,红河哈尼族彝族自治州,天马路与北京路交叉锦隆财富中心一层,"Wi-Fi,点唱机,手机点餐"
青年北路餐厅,北京市,平房镇姚家园路与青年北路交叉口西北京姚家园万象汇B110号商铺,手机点餐
功德林天街餐厅,拉萨市,北京中路11号功德林天街1楼,手机点餐
西郊百益餐厅,拉萨市,城西区北京中路以南百益超市一层（北京中路46号）,手机点餐
西郊百益餐厅,拉萨市,城西区北京中路以南百益超市一层（北京中路46号）,手机点餐
博兴七路餐厅,北京市,北京经济技术开发区鹿海园四里9号楼106室,"Wi-Fi,店内参观"
青年北路餐厅,北京市,平房镇姚家园路与青年北路交叉口西北京姚家园万象汇B110号商铺,手机点餐
博兴七路餐厅,北京市,北京经济技术开发区鹿海园四里9号楼106室,"Wi-Fi,店内参观"
保定站餐厅,保定市,阳光南大街519号保定火车站,"Wi-Fi,点唱机,精选店,礼品卡"
保定涞水百里峡餐厅餐厅,保定市,涞水县三坡镇苟各庄村百里峡景区商业街与百里峡大道交叉口东南角第一栋第一层,"Wi-Fi,精选店"
保定涞水百里峡甜品站餐厅,保定市,涞水县三坡镇苟各庄村百里峡景区商业街向南行景区入口（售票处北侧）,24小时
保定安新双隆餐厅餐厅,保定市,安新镇雁翔东路北侧双隆商厦1层（8号门店）,"Wi-Fi,点唱机"
保定帕克餐厅,保定市,北二环路999号钟楼Park3.1一层129-2#商铺,Wi-Fi
保定未来石万达餐厅,保定市,东三环西、七一路北侧未来石万达广场6号门1001号商铺,"24小时,Wi-Fi,点唱机,店内参观"
保定惠友十方外卖点餐厅,保定市,建华南大街789号惠友购物广场一层肯德基,"Wi-Fi,精选店"
保定保师附小餐厅餐厅,保定市,市辖区复兴中路955-30号商铺(京南一品东门北侧）,"Wi-Fi,点唱机"
保定容城双隆餐厅餐厅,保定市,古城路18号双隆商厦一层,"Wi-Fi,点唱机,店内参观"
保定容城双隆餐厅餐厅,保定市,古城路18号双隆商厦一层,"Wi-Fi,点唱机,店内参观"
保定保师附小餐厅餐厅,保定市,市辖区复兴中路955-30号商铺(京南一品东门北侧）,"Wi-Fi,点唱机"
保定瑞祥餐厅餐厅,保定市,新市区瑞祥大街风帆家园7#楼-4-5-6-7商业的002号商铺,"Wi-Fi,店内参观"
保定瑞祥餐厅餐厅,保定市,新市区瑞祥大街风帆家园7#楼-4-5-6-7商业的002号商铺,"Wi-Fi,店内参观"
保定瑞祥餐厅餐厅,保定市,新市区瑞祥大街风帆家园7#楼-4-5-6-7商业的002号商铺,"Wi-Fi,店内参观"
保定瑞祥餐厅餐厅,保定市,新市区瑞祥大街风帆家园7#楼-4-5-6-7商业的002号商铺,"Wi-Fi,店内参观"
保定美廉好餐厅餐厅,保定市,市辖区建华大街1533号美廉好超市一层7号门脸,"Wi-Fi,点唱机,店内参观,手机点餐"
保定美廉好餐厅餐厅,保定市,市辖区建华大街1533号美廉好超市一层7号门脸,"Wi-Fi,点唱机,店内参观,手机点餐"
蚌埠南站餐厅,蚌埠市,蚌埠南站餐厅（南站站内二楼）,
蚌埠宝龙餐厅,蚌埠市,兴业街555号宝龙城市广场A区1层A31024号,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
蚌埠万达餐厅,蚌埠市,工农路与东海大道交叉口万达广场一/二层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
蚌埠吾悦餐厅,蚌埠市,解放路750号新城吾悦广场1057-2号.1057-3号商铺,"Wi-Fi,点唱机"
滨州大润发餐厅,滨州市,黄河六路与渤海七路交叉口东角被称为“滨州大润发超市”地块上部分一层,"Wi-Fi,点唱机,店内参观,礼品卡"
滨州万达餐厅,滨州市,黄河十二路以南渤海十一路以西的万达广场内1039-1050号商铺,"Wi-Fi,点唱机"
包头机场餐厅餐厅,包头市,二里半机场,"Wi-Fi,点唱机,礼品卡"
包头九原万达餐厅餐厅,包头市,九原区沙河街与210国道交口九原万达广场一层[1038+1039]商铺,Wi-Fi
包头昆区吾悦广场餐厅餐厅,包头市,稀土大街以南、丰盈路以东、沼园西路以北、林荫南路以西新城吾悦广场一层,"Wi-Fi,点唱机,店内参观"
包头阿尔丁餐厅餐厅,包头市,阿尔丁西大街5号,"Wi-Fi,点唱机,店内参观"
包头昆区吾悦广场餐厅餐厅,包头市,稀土大街以南、丰盈路以东、沼园西路以北、林荫南路以西新城吾悦广场一层,"Wi-Fi,点唱机,店内参观"
包头阿尔丁餐厅餐厅,包头市,阿尔丁西大街5号,"Wi-Fi,点唱机,店内参观"
宝鸡高新餐厅,宝鸡市,高新四路人人乐超市旁,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
宝鸡金台餐厅,宝鸡市,金台大道五洲商厦一层,"Wi-Fi,点唱机,店内参观,礼品卡,手机点餐"
宝鸡餐厅,宝鸡市,经二路112号(宝商隔壁）,"Wi-Fi,点唱机,店内参观,礼品卡"
宝鸡银泰餐厅,宝鸡市,金台大道66号,"Wi-Fi,点唱机"
宝鸡吾悦餐厅,宝鸡市,市辖区高新开发区渭滨大道388号新城吾悦广场,"Wi-Fi,点唱机,精选店,手机点餐"
购物广场餐厅,北海市,北海大道与北京路交汇处北海城购物广场首层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
北海餐厅餐厅,沈阳市,北海街83号3门4门,"Wi-Fi,礼品卡"
北海万达餐厅,北海市,广东路以东、杭州路以北的万达广场内的【1050、2038】号商铺,"24小时,Wi-Fi,点唱机,店内参观"
北海宁春城餐厅,北海市,北京路西、西南大道北和安.宁春城一期,"24小时,Wi-Fi,点唱机,店内参观"
商丘万达餐厅,商丘市,睢阳区北海路南侧归德路东侧万达广场内的1038号商铺,"24小时,Wi-Fi,点唱机,店内参观"
北海胖东来餐厅,许昌市,新元大道镜水路交叉口西南角胖东来一层,"Wi-Fi,点唱机"
坊子泰华城餐厅,潍坊市,北海路以西、凤凰大街以北、风华街以南、、泰和路以东泰华城一层,"Wi-Fi,点唱机,店内参观"
北海路银座(电话8059060)餐厅,潍坊市,北海路以西、胜利东街以南的银座商城负一层13325263056,"Wi-Fi,点唱机,店内参观,手机点餐"
北海路银座(电话8059060)餐厅,潍坊市,北海路以西、胜利东街以南的银座商城负一层13325263056,"Wi-Fi,点唱机,店内参观,手机点餐"
亳州魏武餐厅,亳州市,魏武大道与光明路交叉口东北角金桥大厦,"24小时,Wi-Fi,店内参观,礼品卡"
亳州新东方餐厅,亳州市,新华南路（原亳州宾馆）新东方商场一楼,"Wi-Fi,店内参观,礼品卡"
亳州万达（万达广场1号门北侧）餐厅,亳州市,希夷大道万达广场购物中心1F-1001铺,"点唱机,店内参观"
百色餐厅,百色市,电话0776-2860200,"24小时,Wi-Fi,店内参观,礼品卡"
百色鼎盛餐厅,百色市,肯德基鼎盛店早餐外送7点-23点,"24小时,Wi-Fi,店内参观"
百色中山广场(早餐/外送）餐厅,百色市,中山路42号中山广场B座G1层(早餐+外送）,"Wi-Fi,店内参观"
百色大润发餐厅,百色市,江南片区那毕大道右侧C01号,"Wi-Fi,店内参观,手机点餐"
巴中王府井餐厅,巴中市,秦巴大道西段2号王府井购物中心1层,"Wi-Fi,点唱机,店内参观"
本溪好佳餐厅餐厅,本溪市,平山区水塔路15号肯德基好佳店,"Wi-Fi,点唱机,店内参观,礼品卡"
丁字沽餐厅餐厅,天津市,本溪路19号,"Wi-Fi,点唱机"
本溪万达餐厅,本溪市,平山路118栋,"Wi-Fi,点唱机"
本溪万达甜品站餐厅,本溪市,平山路118栋,"Wi-Fi,店内参观"
本溪水洞外卖点餐厅,本溪市,谢家崴子村本溪水洞风景区售票处,
保山吾悦餐厅,保山市,市辖区保山新城吾悦广场1001号商铺,"Wi-Fi,点唱机,店内参观"
保山吾悦餐厅,保山市,市辖区保山新城吾悦广场1001号商铺,"Wi-Fi,点唱机,店内参观"
长白山餐厅,白山市,松江河填万达南区商业街白云路579号1楼186、187号,"Wi-Fi,礼品卡,手机点餐"
松花湖餐厅,吉林市,小白山乡青山村万科松花湖滑雪场,"24小时,Wi-Fi,精选店"
新丰餐厅,延边朝鲜族自治州,长白山西路4213号,"点唱机,店内参观"
白山万达餐厅,白山市,万达广场内1001、1002号商铺,"精选店,手机点餐"
白山万达餐厅,白山市,万达广场内1001、1002号商铺,"精选店,手机点餐"
锦华餐厅,成都市,锦华路一段68号成都锦华万达广场3号门旁,"24小时,Wi-Fi,点唱机,礼品卡"
成都机场T2餐厅,成都市,成都双流国际机场T2航站楼安检内FG指廊，170号登机口对面,礼品卡
成都佛罗伦萨餐厅,成都市,郫县银杏路888号2层E21单元,"Wi-Fi,点唱机"
成都机场T2到达精选餐厅,成都市,双流县成都双流国际机场T2候机楼到达层,精选店
成都T2出发餐厅,成都市,双流县四川成都双流国际机场T2航站楼3楼出发层夹层UM-F-2A号,
恒大广场餐厅,成都市,提督路99号成都恒大广场1层,"Wi-Fi,点唱机"
红星美学中心餐厅,成都市,市辖区成都天府新区天府大道南段2608号红星美凯龙生活美学中心一层,"Wi-Fi,点唱机,店内参观"
青白江万达餐厅,成都市,成都万达广场1025/1026B号商铺,Wi-Fi
红星美学中心餐厅,成都市,市辖区成都天府新区天府大道南段2608号红星美凯龙生活美学中心一层,"Wi-Fi,点唱机,店内参观"
青白江万达餐厅,成都市,成都万达广场1025/1026B号商铺,Wi-Fi
恒大广场餐厅,成都市,提督路99号成都恒大广场1层,"Wi-Fi,点唱机"
大面世茂餐厅,成都市,金枫路833号成都世茂广场B1层15号铺,"Wi-Fi,点唱机,店内参观"
大面世茂餐厅,成都市,金枫路833号成都世茂广场B1层15号铺,"Wi-Fi,点唱机,店内参观"
大面世茂餐厅,成都市,金枫路833号成都世茂广场B1层15号铺,"Wi-Fi,点唱机,店内参观"
大面世茂餐厅,成都市,金枫路833号成都世茂广场B1层15号铺,"Wi-Fi,点唱机,店内参观"
成都东站客运站餐厅,成都市,成都东长途汽车客运站(不是动车站，不在东站内),"Wi-Fi,点唱机"
成都东站客运站餐厅,成都市,成都东长途汽车客运站(不是动车站，不在东站内),"Wi-Fi,点唱机"
蒲江服务区南餐厅—往成都方向餐厅,成都市,成雅高速蒲江服务区南—往成都方向,"Wi-Fi,点唱机,精选店"
蒲江服务区南餐厅—往成都方向餐厅,成都市,成雅高速蒲江服务区南—往成都方向,"Wi-Fi,点唱机,精选店"
成都东站到达层西广场餐厅餐厅,成都市,东客站综合交通枢纽地方配套商业项目【西广场地下配套服务区】楼【part2商铺】,Wi-Fi
成都东站到达层西广场子餐厅,成都市,成都东客站综合交通枢纽地方配套商业项目【西广场地下配套服务区】楼R1、 R,Wi-Fi
天府机场生活区餐厅,成都市,市辖区成都天府国际机场陆侧员工生活区5号公寓楼底层商铺,"Wi-Fi,点唱机"
成都东站出发层东广场夹层餐厅,成都市,成都东站高架夹层JB01区域,手机点餐
成都东站出发层东广场夹层餐厅,成都市,成都东站高架夹层JB01区域,手机点餐
大丰保利餐厅,成都市,大丰街道大天路与北星大道交汇处保利广场成都大都汇1F层,"Wi-Fi,精选店"
大丰保利餐厅,成都市,大丰街道大天路与北星大道交汇处保利广场成都大都汇1F层,"Wi-Fi,精选店"
联投中心餐厅,合肥市,滨湖新区成都路与韶山路交口联投中心B座商103-104,"Wi-Fi,手机点餐"
